Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,Source_Sheet,Habitat_Source_File,TaxonCode,Previously_Obs,Month,Month_Name,Day,Start_Time_Min,End_Time_Min,Observation_Duration_Min
NACE,FOCI,NACE 3,NACE-0282,Forest,2018,2018-06-17,08:11:00,08:21:00,Brian Swimelar,2,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,CARW,False,False,25.5,51.0999984741211,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,False,NACE,Forest,88350.0,,6,June,17,491,501,10
NACE,FOCI,NACE 3,NACE-0282,Forest,2018,2018-06-17,08:11:00,08:21:00,Brian Swimelar,2,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,RBWO,False,False,25.5,51.0999984741211,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,True,NACE,Forest,84865.0,,6,June,17,491,501,10
NACE,FODU,NACE 3,NACE-0269,Forest,2018,2018-06-17,07:43:00,07:53:00,Brian Swimelar,2,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,Downy Woodpecker,Picoides pubescens,178259.0,DOWO,False,True,25.5,51.0999984741211,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,False,NACE,Forest,84936.0,,6,June,17,463,473,10
NACE,FODU,NACE 3,NACE-0269,Forest,2018,2018-06-17,07:43:00,07:53:00,Brian Swimelar,2,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Acadian Flycatcher,Empidonax virescens,178339.0,ACFL,False,True,25.5,51.0999984741211,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,False,NACE,Forest,85824.0,,6,June,17,463,473,10
NACE,FODU,NACE 3,NACE-0269,Forest,2018,2018-06-17,07:43:00,07:53:00,Brian Swimelar,2,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Acadian Flycatcher,Empidonax virescens,178339.0,ACFL,False,True,25.5,51.0999984741211,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,False,NACE,Forest,85824.0,,6,June,17,463,473,10
NACE,FODU,NACE 3,NACE-0269,Forest,2018,2018-06-17,07:43:00,07:53:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,CARW,False,False,25.5,51.0999984741211,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,False,NACE,Forest,88350.0,,6,June,17,463,473,10
NACE,FODU,NACE 3,NACE-0269,Forest,2018,2018-06-17,07:43:00,07:53:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,ETTI,False,False,25.5,51.0999984741211,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,True,NACE,Forest,266957.0,,6,June,17,463,473,10
NACE,FODU,NACE 3,NACE-0269,Forest,2018,2018-06-17,07:43:00,07:53:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,NOCA,False,False,25.5,51.0999984741211,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,True,NACE,Forest,94228.0,,6,June,17,463,473,10
NACE,FODU,NACE 3,NACE-0269,Forest,2018,2018-06-17,07:43:00,07:53:00,Brian Swimelar,2,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,NOCA,False,False,25.5,51.0999984741211,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,False,NACE,Forest,94228.0,,6,June,17,463,473,10
NACE,FODU,NACE 3,NACE-0269,Forest,2018,2018-06-17,07:43:00,07:53:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,REVI,False,False,25.5,51.0999984741211,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,True,NACE,Forest,93587.0,,6,June,17,463,473,10
NACE,FODU,NACE 3,NACE-0269,Forest,2018,2018-06-17,07:43:00,07:53:00,Brian Swimelar,2,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,BHCO,False,False,25.5,51.0999984741211,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,False,NACE,Forest,94215.0,,6,June,17,463,473,10
NACE,FODU,NACE 3,NACE-0267,Forest,2018,2018-06-17,07:08:00,07:18:00,Brian Swimelar,2,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,NOCA,False,False,28.3999996185303,67.0,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,False,NACE,Forest,94228.0,,6,June,17,428,438,10
NACE,FODU,NACE 3,NACE-0267,Forest,2018,2018-06-17,07:08:00,07:18:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,REVI,False,False,28.3999996185303,67.0,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,True,NACE,Forest,93587.0,,6,June,17,428,438,10
NACE,FODU,NACE 3,NACE-0267,Forest,2018,2018-06-17,07:08:00,07:18:00,Brian Swimelar,2,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,REVI,False,False,28.3999996185303,67.0,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,True,NACE,Forest,93587.0,,6,June,17,428,438,10
NACE,FODU,NACE 3,NACE-0267,Forest,2018,2018-06-17,07:08:00,07:18:00,Brian Swimelar,2,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,NOCA,False,False,28.3999996185303,67.0,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,False,NACE,Forest,94228.0,,6,June,17,428,438,10
NACE,FODU,NACE 3,NACE-0267,Forest,2018,2018-06-17,07:08:00,07:18:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,NOCA,False,False,28.3999996185303,67.0,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,True,NACE,Forest,94228.0,,6,June,17,428,438,10
NACE,FODU,NACE 3,NACE-0267,Forest,2018,2018-06-17,07:08:00,07:18:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,CARW,False,False,28.3999996185303,67.0,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,False,NACE,Forest,88350.0,,6,June,17,428,438,10
NACE,FODU,NACE 3,NACE-0267,Forest,2018,2018-06-17,07:08:00,07:18:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,BHCO,False,False,28.3999996185303,67.0,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,True,NACE,Forest,94215.0,,6,June,17,428,438,10
NACE,FODU,NACE 3,NACE-0253,Forest,2018,2018-06-17,06:48:00,06:58:00,Brian Swimelar,2,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,RBWO,False,False,23.2000007629395,72.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,NACE,Forest,84865.0,,6,June,17,408,418,10
NACE,FODU,NACE 3,NACE-0253,Forest,2018,2018-06-17,06:48:00,06:58:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,NOCA,False,False,23.2000007629395,72.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,NACE,Forest,94228.0,,6,June,17,408,418,10
NACE,FODU,NACE 3,NACE-0253,Forest,2018,2018-06-17,06:48:00,06:58:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,REVI,False,False,23.2000007629395,72.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,NACE,Forest,93587.0,,6,June,17,408,418,10
NACE,FODU,NACE 3,NACE-0253,Forest,2018,2018-06-17,06:48:00,06:58:00,Brian Swimelar,2,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,NOCA,False,False,23.2000007629395,72.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,NACE,Forest,94228.0,,6,June,17,408,418,10
NACE,FODU,NACE 3,NACE-0253,Forest,2018,2018-06-17,06:48:00,06:58:00,Brian Swimelar,2,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,ETTI,False,False,23.2000007629395,72.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,NACE,Forest,266957.0,,6,June,17,408,418,10
NACE,FODU,NACE 3,NACE-0253,Forest,2018,2018-06-17,06:48:00,06:58:00,Brian Swimelar,2,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,ETTI,False,False,23.2000007629395,72.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,NACE,Forest,266957.0,,6,June,17,408,418,10
NACE,FODU,NACE 3,NACE-0253,Forest,2018,2018-06-17,06:48:00,06:58:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,CARW,False,False,23.2000007629395,72.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,NACE,Forest,88350.0,,6,June,17,408,418,10
NACE,FODU,NACE 3,NACE-0253,Forest,2018,2018-06-17,06:48:00,06:58:00,Brian Swimelar,2,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Yellow-billed Cuckoo,Coccyzus americanus,177831.0,YBCU,False,False,23.2000007629395,72.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,NACE,Forest,89102.0,,6,June,17,408,418,10
NACE,FODU,NACE 3,NACE-0253,Forest,2018,2018-06-17,06:48:00,06:58:00,Brian Swimelar,2,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,Downy Woodpecker,Picoides pubescens,178259.0,DOWO,False,True,23.2000007629395,72.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,NACE,Forest,84936.0,,6,June,17,408,418,10
NACE,FODU,NACE 3,NACE-0253,Forest,2018,2018-06-17,06:48:00,06:58:00,Brian Swimelar,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Blue Jay,Cyanocitta cristata,179680.0,BLJA,False,False,23.2000007629395,72.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,NACE,Forest,86252.0,,6,June,17,408,418,10
NACE,FODU,NACE 3,NACE-0253,Forest,2018,2018-06-17,06:48:00,06:58:00,Brian Swimelar,2,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,MODO,False,False,23.2000007629395,72.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,NACE,Forest,82737.0,,6,June,17,408,418,10
NACE,FODU,NACE 3,NACE-0253,Forest,2018,2018-06-17,06:48:00,06:58:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,AMRO,False,False,23.2000007629395,72.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,NACE,Forest,87136.0,,6,June,17,408,418,10
NACE,FODU,NACE 3,NACE-0253,Forest,2018,2018-06-17,06:48:00,06:58:00,Brian Swimelar,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Acadian Flycatcher,Empidonax virescens,178339.0,ACFL,False,True,23.2000007629395,72.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,NACE,Forest,85824.0,,6,June,17,408,418,10
NACE,FODU,NACE 3,NACE-0253,Forest,2018,2018-06-17,06:48:00,06:58:00,Brian Swimelar,2,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,AMRO,False,False,23.2000007629395,72.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,NACE,Forest,87136.0,,6,June,17,408,418,10
NACE,FODU,NACE 3,NACE-0245,Forest,2018,2018-06-17,06:34:00,06:44:00,Brian Swimelar,2,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Acadian Flycatcher,Empidonax virescens,178339.0,ACFL,False,True,23.2000007629395,70.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,NACE,Forest,85824.0,,6,June,17,394,404,10
NACE,FODU,NACE 3,NACE-0245,Forest,2018,2018-06-17,06:34:00,06:44:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,NOCA,False,False,23.2000007629395,70.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,NACE,Forest,94228.0,,6,June,17,394,404,10
NACE,FODU,NACE 3,NACE-0245,Forest,2018,2018-06-17,06:34:00,06:44:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,ETTI,False,False,23.2000007629395,70.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,NACE,Forest,266957.0,,6,June,17,394,404,10
NACE,FODU,NACE 3,NACE-0245,Forest,2018,2018-06-17,06:34:00,06:44:00,Brian Swimelar,2,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,ETTI,False,False,23.2000007629395,70.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,NACE,Forest,266957.0,,6,June,17,394,404,10
NACE,FODU,NACE 3,NACE-0245,Forest,2018,2018-06-17,06:34:00,06:44:00,Brian Swimelar,2,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,Pileated Woodpecker,Dryocopus pileatus,178166.0,PIWO,False,False,23.2000007629395,70.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,NACE,Forest,84833.0,,6,June,17,394,404,10
NACE,FODU,NACE 3,NACE-0245,Forest,2018,2018-06-17,06:34:00,06:44:00,Brian Swimelar,2,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,BGGN,False,False,23.2000007629395,70.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,NACE,Forest,88038.0,,6,June,17,394,404,10
NACE,FODU,NACE 3,NACE-0245,Forest,2018,2018-06-17,06:34:00,06:44:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,White-breasted Nuthatch,Sitta carolinensis,178775.0,WBNU,False,False,23.2000007629395,70.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,NACE,Forest,90935.0,,6,June,17,394,404,10
NACE,FODU,NACE 3,NACE-0245,Forest,2018,2018-06-17,06:34:00,06:44:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,NOCA,False,False,23.2000007629395,70.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,NACE,Forest,94228.0,,6,June,17,394,404,10
NACE,FODU,NACE 3,NACE-0245,Forest,2018,2018-06-17,06:34:00,06:44:00,Brian Swimelar,2,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,NOCA,False,False,23.2000007629395,70.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,NACE,Forest,94228.0,,6,June,17,394,404,10
NACE,FODU,NACE 3,NACE-0245,Forest,2018,2018-06-17,06:34:00,06:44:00,Brian Swimelar,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,EAWP,False,True,23.2000007629395,70.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,NACE,Forest,85846.0,,6,June,17,394,404,10
NACE,PISC,NACE 2,NACE-0477,Forest,2018,2018-06-23,08:25:00,08:35:00,Kimberly Serno,2,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,Yellow-billed Cuckoo,Coccyzus americanus,177831.0,YBCU,False,False,22.6000003814697,87.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,NACE,Forest,89102.0,,6,June,23,505,515,10
NACE,PISC,NACE 2,NACE-0477,Forest,2018,2018-06-23,08:25:00,08:35:00,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,CARW,False,False,22.6000003814697,87.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,NACE,Forest,88350.0,,6,June,23,505,515,10
NACE,PISC,NACE 2,NACE-0477,Forest,2018,2018-06-23,08:25:00,08:35:00,Kimberly Serno,2,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,AMCR,False,False,22.6000003814697,87.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,NACE,Forest,87106.0,,6,June,23,505,515,10
NACE,PISC,NACE 2,NACE-0477,Forest,2018,2018-06-23,08:25:00,08:35:00,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,AMRO,False,False,22.6000003814697,87.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,NACE,Forest,87136.0,,6,June,23,505,515,10
NACE,PISC,NACE 2,NACE-0477,Forest,2018,2018-06-23,08:25:00,08:35:00,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-winged Blackbird,Agelaius phoeniceus,179045.0,RWBL,False,False,22.6000003814697,87.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,NACE,Forest,93613.0,,6,June,23,505,515,10
NACE,PISC,NACE 2,NACE-0477,Forest,2018,2018-06-23,08:25:00,08:35:00,Kimberly Serno,2,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,Red-winged Blackbird,Agelaius phoeniceus,179045.0,RWBL,False,False,22.6000003814697,87.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,NACE,Forest,93613.0,,6,June,23,505,515,10
NACE,PISC,NACE 2,NACE-0477,Forest,2018,2018-06-23,08:25:00,08:35:00,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Common Yellowthroat,Geothlypis trichas,178944.0,COYE,False,False,22.6000003814697,87.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,NACE,Forest,92708.0,,6,June,23,505,515,10
NACE,PISC,NACE 2,NACE-0477,Forest,2018,2018-06-23,08:25:00,08:35:00,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Red-winged Blackbird,Agelaius phoeniceus,179045.0,RWBL,False,False,22.6000003814697,87.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,NACE,Forest,93613.0,,6,June,23,505,515,10
NACE,PISC,NACE 2,NACE-0477,Forest,2018,2018-06-23,08:25:00,08:35:00,Kimberly Serno,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Red-shouldered Hawk,Buteo lineatus,175359.0,RSHA,False,False,22.6000003814697,87.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,NACE,Forest,79572.0,,6,June,23,505,515,10
NACE,PISC,NACE 2,NACE-0477,Forest,2018,2018-06-23,08:25:00,08:35:00,Kimberly Serno,2,7.5 - 10 min,Calling,50 - 100 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,RBWO,False,False,22.6000003814697,87.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,NACE,Forest,84865.0,,6,June,23,505,515,10
NACE,PISC,NACE 2,NACE-0477,Forest,2018,2018-06-23,08:25:00,08:35:00,Kimberly Serno,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,RBWO,False,False,22.6000003814697,87.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,NACE,Forest,84865.0,,6,June,23,505,515,10
NACE,PISC,NACE 2,NACE-0477,Forest,2018,2018-06-23,08:25:00,08:35:00,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,RBWO,False,False,22.6000003814697,87.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,NACE,Forest,84865.0,,6,June,23,505,515,10
NACE,PISC,NACE 2,NACE-0477,Forest,2018,2018-06-23,08:25:00,08:35:00,Kimberly Serno,2,7.5 - 10 min,Visualization,,True,Undetermined,Pileated Woodpecker,Dryocopus pileatus,178166.0,PIWO,False,False,22.6000003814697,87.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,NACE,Forest,84833.0,,6,June,23,505,515,10
NACE,PISC,NACE 2,NACE-0477,Forest,2018,2018-06-23,08:25:00,08:35:00,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Parula,Setophaga americana,950033.0,NOPA,False,False,22.6000003814697,87.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,NACE,Forest,890949.0,,6,June,23,505,515,10
NACE,PISC,NACE 2,NACE-0477,Forest,2018,2018-06-23,08:25:00,08:35:00,Kimberly Serno,2,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,NOCA,False,False,22.6000003814697,87.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,NACE,Forest,94228.0,,6,June,23,505,515,10
NACE,PISC,NACE 2,NACE-0477,Forest,2018,2018-06-23,08:25:00,08:35:00,Kimberly Serno,2,5 - 7.5 min,Calling,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,MODO,False,False,22.6000003814697,87.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,NACE,Forest,82737.0,,6,June,23,505,515,10
NACE,PISC,NACE 2,NACE-0477,Forest,2018,2018-06-23,08:25:00,08:35:00,Kimberly Serno,2,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Common Yellowthroat,Geothlypis trichas,178944.0,COYE,False,False,22.6000003814697,87.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,NACE,Forest,92708.0,,6,June,23,505,515,10
NACE,PISC,NACE 2,NACE-0477,Forest,2018,2018-06-23,08:25:00,08:35:00,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,INBU,False,True,22.6000003814697,87.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,NACE,Forest,94257.0,,6,June,23,505,515,10
NACE,PISC,NACE 2,NACE-0477,Forest,2018,2018-06-23,08:25:00,08:35:00,Kimberly Serno,2,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309.0,GCFL,False,False,22.6000003814697,87.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,NACE,Forest,85791.0,,6,June,23,505,515,10
NACE,PISC,NACE 1,NACE-0487,Forest,2018,2018-06-23,06:54:00,07:04:00,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309.0,GCFL,False,False,22.2000007629395,85.1999969482422,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,NACE,Forest,85791.0,,6,June,23,414,424,10
NACE,PISC,NACE 1,NACE-0487,Forest,2018,2018-06-23,06:54:00,07:04:00,Kimberly Serno,2,5 - 7.5 min,Calling,50 - 100 Meters,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,AMCR,False,False,22.2000007629395,85.1999969482422,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,NACE,Forest,87106.0,,6,June,23,414,424,10
NACE,PISC,NACE 1,NACE-0487,Forest,2018,2018-06-23,06:54:00,07:04:00,Kimberly Serno,2,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,ETTI,False,False,22.2000007629395,85.1999969482422,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,NACE,Forest,266957.0,,6,June,23,414,424,10
NACE,PISC,NACE 1,NACE-0487,Forest,2018,2018-06-23,06:54:00,07:04:00,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,NOCA,False,False,22.2000007629395,85.1999969482422,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,NACE,Forest,94228.0,,6,June,23,414,424,10
NACE,PISC,NACE 1,NACE-0487,Forest,2018,2018-06-23,06:54:00,07:04:00,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Parula,Setophaga americana,950033.0,NOPA,False,False,22.2000007629395,85.1999969482422,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,NACE,Forest,890949.0,,6,June,23,414,424,10
NACE,PISC,NACE 1,NACE-0487,Forest,2018,2018-06-23,06:54:00,07:04:00,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,ETTI,False,False,22.2000007629395,85.1999969482422,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,NACE,Forest,266957.0,,6,June,23,414,424,10
